ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10047,georgiana hospital,515 miranda st,,188 Boulevard NYC,georgiana,al,36033,butler,3343762205,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,50%,2 patients,al_pn-3b
10047,georgiana hospital,515 miranda st,,189 Boulevard NYC,georgiana,al,36033,butxer,3343762205,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,80%,5 patients,al_pn-4
10047,georgiana hospital,515 miranda st,,190 Boulevard NYC,georgiana,al,36033,butler,3343762205,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,97%,36 patients,al_pn-5c
10047,georgiana hospital,515 mirxndx st,,191 Boulevard NYC,georgiana,al,36033,butler,3343762205,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),50%,30 patients,al_pn-6
10047,georgiana hospital,515 miranda st,,192 Boulevard NYC,georgiana,al,36033,butler,3343762205,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,65%,31 patients,al_pn-7
10047,georgiana hospital,515 miranda st,,193 Boulevard NYC,georgiana,al,36033,butler,3343762205,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,,,al_scip-card-2
10047,georgiana hospital,515 miranda st,,194 Boulevard NYC,georgiana,al,36033,butler,3343762205,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,,al_scip-inf-1
10047,georgiana hospital,515 miranda st,,195 Boulevard NYC,geoxgiana,al,36033,butler,3343762205,acute care hosxitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,,al_scip-inf-2
10047,georgiana hospital,515 miranda st,,196 Boulevard NYC,georgiana,al,36033,butler,3343762205,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),,,al_scip-inf-3
10047,georgiana hospital,515 miranda st,,197 Boulevard NYC,georgiana,al,36033,butler,3343762205,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,,al_scip-inf-4
10047,georgiana hospital,515 miranda st,,198 Boulevard NYC,georgiana,al,36033,butler,3343762205,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),,,al_scip-inf-6
10047,georgiana hospital,515 miranda st,,199 Boulevard NYC,georgiana,al,36033,butler,3343762205,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,,,al_scip-vte-1
10047,georgiana hospital,515 miranda st,,200 Boulevard NYC,georgiana,al,36033,butler,3343762205,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,,al_scip-vte-2
1004x,medical center enterprise,400 n edwards street,,201 Boulevard NYC,enterprise,al,36330,coffee,3343470584,acute care hospitals,proprietary,yes,hexrt attxck,ami-1,heart attack patients given aspirin at arrival,100%,4 patients,al_ami-1
10049,medixal xenter enterprise,400xnxedwardsxstreet,,202 Boulevard NYC,enterprise,al,36330,coffee,3343470584,acute xare hospitals,proprietary,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,100%,1 patients,al_ami-2
10049,medical center enterprise,400 n edwards street,,203 Boulevard NYC,enterprise,al,36330,coffee,3343470584,acute care hospitals,proprietary,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,0 patients,al_ami-3
10049,medical center enterprise,400 n edwards street,,204 Boulevard NYC,enterprise,al,36330,coffee,3343470584,acute care hospitals,proprietary,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,,0 patients,al_ami-4
10049,medical center enterprise,400 n edwards street,,205 Boulevard NYC,enterprise,al,36330,coffee,3343470584,acute care hospitals,proprietary,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,100%,2 patients,al_ami-5
10049,medical center enterprise,400 n edwards street,,206 Boulevard NYC,enterprxse,al,36330,coffee,3343470584,acute care hospitals,proprietary,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,al_ami-7a
10049,medical center enterprise,400 n edwards street,,207 Boulevard NYC,enterprise,al,36330,coffee,3343470584,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,,0 patients,al_ami-8a
10049,medxcal center enterprxse,400 n edwards street,,208 Boulevard NYC,enterprise,al,36330,coffee,3343470584,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,96%,70 patients,al_hf-1
10049,medical center enterprise,400 n edwards street,,209 Boulevard NYC,enterprise,al,36330,coffee,3343470584,acute care hospitals,proprietary,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,82 patients,al_hf-2
10049,medical center enterprise,400 n edwards street,,210 Boulevard NYC,enterprise,al,36330,coffee,3343470584,acutexcarexhospitals,proprietary,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,34 patients,al_hf-3
10049,medical center enterprise,400 n edwards street,,211 Boulevard NYC,enterprise,al,36330,coffee,3343470584,acute care hospitals,proprietary,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,15 patients,al_hf-4
10049,medical center enterprise,400 n edwards street,,212 Boulevard NYC,enterprise,al,36330,cxffee,3343470584,acute care hospitals,proprietary,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,100%,72 patients,al_pn-2
10049,medical center enterprise,400 n edwards street,,213 Boulevard NYC,enterprise,al,36330,coffee,3343470584,acute care hospitals,proprietary,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,98%,49 patients,al_pn-3b
10049,medical center enterprise,400 n edwards street,,214 Boulevard NYC,xntxrprisx,al,36330,coffee,3343470584,acute care hospitals,proprietary,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,24 patients,al_pn-4
10049,medical center enterprise,400 n edwards street,,215 Boulevard NYC,enterprise,al,36330,coffee,3343470584,acute care hospitals,proprietary,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,99%,85 patients,al_pn-5c
10049,medical center enterprise,400 n edwards street,,216 Boulevard NYC,enterprise,al,36330,coffee,3343470584,acute care hospitals,proprietary,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),99%,67 patients,al_pn-6
10049,medical center enterprise,400 n edwards street,,217 Boulevard NYC,enterprise,al,36330,coffee,3343470584,acute care hospitals,proprietary,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,100%,37 patients,al_pn-7
10049,medical center enterprise,400 n edwards street,,218 Boulevard NYC,enterprise,al,36330,coffee,3343470584,acute care hospitals,proprietary,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,100%,27 paxienxs,al_scip-card-2
10049,medical center enterprise,400 n edwards street,,219 Boulevard NYC,enterprise,al,36330,coffee,3343470584,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,99%,397 patients,al_scip-inf-1
10049,medical center enterprise,400 n edwards street,,220 Boulevard NYC,enterprise,al,36330,coffee,3343470584,acute care hospitals,proprietary,yes,surgical xnfection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,100%,399 patients,al_scip-inf-2
10049,medical center enterprise,400 n edwards street,,221 Boulevard NYC,enterprise,al,36330,coffee,3343470584,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),100%,391 patients,al_scip-inf-3
10049,medical center enterprise,400 n edwards street,,222 Boulevard NYC,enterprise,al,36330,coffee,3343470584,acutexcarexhospitals,proprietary,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patients,al_scip-inf-4
10049,medical center enterprise,400 n edwards street,,223 Boulevard NYC,enterprise,al,36330,coffee,3343470584,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,485 patients,al_scip-inf-6
10049,medical center enterprise,400 n edwards street,,224 Boulevard NYC,enterprise,al,36330,coffee,3343470584,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,100%,196 patients,al_scip-vte-1
10049,medical center enterprise,400 n edwards street,,225 Boulevard NYC,enterprise,al,36330,coffee,3343470584,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,100%,196 patients,al_scip-vte-2
10050,st vincents blount,150 gilbreath drive,,226 Boulevard NYC,oneonta,al,35121,blount,2052743000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,100%,7 patients,al_ami-1
10050,st vincents blount,150 gilbreath drive,,227 Boulevard NYC,oneonta,al,35121,blount,2052743000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,100%,2 patients,al_ami-2
10050,st vincents blount,150 gilbreath drive,,228 Boulevard NYC,oneonta,al,35121,blount,2052743000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,2 patients,al_ami-3
10050,st vincents blount,150 gilbreath drive,,229 Boulevard NYC,oneonta,al,35121,blount,2052743000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,,0 patients,al_ami-4
